kapt_code,kapt_name,kb_complex_id,kb_complex_name,kb_url,kb_type_id,type_name,households,supply_area_sqm,exclusive_area_sqm,area_precision,kb_sale_general,kb_sale_upper,kb_sale_lower,kb_jeonse_general,kb_jeonse_upper,kb_jeonse_lower,kb_monthly_deposit,kb_monthly_low,kb_monthly_high,kb_price_date,listing_count,collected_at,source_method
A61404006,서면한신,5515,서면한신,https://kbland.kr/map?complex=5515,54322,32평,324,106.6,84.98,display,41500.0,44750.0,38500.0,27500.0,,,5000.0,70.0,78.0,,8.0,2026-09-18T10:31:03.324151,playwright_dom
A61404006,서면한신,5515,서면한신,https://kbland.kr/map?complex=5515,97023,45평,80,149.53,124.09,display,49000.0,51000.0,46000.0,33000.0,,,5000.0,90.0,100.0,,5.0,2026-09-18T10:31:03.324151,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,12873,11평,24,39.58,25.97,display,13000.0,13750.0,12250.0,10500.0,,,500.0,55.0,58.0,,,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,60912,15평,316,49.59,33.74,display,14750.0,15750.0,14000.0,11750.0,,,500.0,60.0,63.0,,10.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,101700,23평,96,78.49,52.76,display,30000.0,31000.0,28250.0,23000.0,,,1000.0,85.0,90.0,,3.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,133179,24평,177,81.18,59.94,display,48500.0,50000.0,46500.0,29000.0,,,2000.0,95.0,100.0,,9.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,156419,29평,185,97.3,72.21,display,54500.0,57000.0,50500.0,31000.0,,,2000.0,105.0,110.0,,18.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,173304,35평,369,117.3,84.81,display,61500.0,63750.0,60000.0,36000.0,,,3000.0,105.0,115.0,,9.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,185661,39평,47,129.09,102.55,display,66500.0,68000.0,64500.0,38000.0,,,4000.0,110.0,115.0,,1.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,194672,45평,134,148.96,113.03,display,73000.0,75500.0,68000.0,42000.0,,,5000.0,115.0,125.0,,12.0,2026-09-18T10:31:05.548700,playwright_dom
A61404007,서면롯데캐슬스카이,13082,서면롯데캐슬스카이,https://kbland.kr/map?complex=13082,201470,51평,47,171.27,141.19,display,82000.0,84500.0,78000.0,47500.0,,,5000.0,125.0,135.0,,,2026-09-18T10:31:05.548700,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,12957,11평K,112,38.54,28.8,display,6200.0,6400.0,5700.0,5700.0,,,500.0,35.0,40.0,,1.0,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,60983,12평J,270,40.83,30.49,display,6200.0,6400.0,5700.0,5700.0,,,500.0,35.0,40.0,,12.0,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,101757,13평I,22,45.18,33.74,display,7500.0,7800.0,7300.0,6500.0,,,500.0,40.0,45.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,133227,15평H,22,51.6,38.53,display,9000.0,9200.0,8800.0,7000.0,,,500.0,50.0,55.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,156454,16평G,24,53.32,39.82,display,9200.0,9400.0,9000.0,7000.0,,,500.0,50.0,55.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,173328,16평F,8,55.91,41.76,display,12000.0,12500.0,11500.0,8500.0,,,500.0,55.0,60.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,185678,18평D,8,59.78,44.64,display,12000.0,12500.0,11500.0,8500.0,,,500.0,60.0,65.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,194686,18평E,20,60.46,45.15,display,12000.0,12500.0,11500.0,8500.0,,,500.0,60.0,65.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,201481,18평C,20,62.05,46.33,display,11000.0,12000.0,10500.0,8000.0,,,500.0,65.0,70.0,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,206640,24평B,4,81.67,60.99,display,,,,,,,,,,,,2026-09-18T10:31:12.968410,playwright_dom
A61477302,서면유림노르웨이아침,13167,서면노르웨이아침,https://kbland.kr/map?complex=13167,210603,25평A,2,85.92,64.23,display,,,,,,,,,,,,2026-09-18T10:31:12.968410,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,133781,33평C,132,110.6,84.98,display,38000.0,40000.0,36000.0,29000.0,,,2000.0,110.0,120.0,,4.0,2026-09-18T10:31:15.169314,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,61966,33평A2,28,111.57,84.76,display,38000.0,40000.0,36000.0,29000.0,,,2000.0,110.0,120.0,,,2026-09-18T10:31:15.169314,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,14058,33평A1,90,111.6,84.86,display,39000.0,42000.0,37000.0,29000.0,,,2000.0,110.0,120.0,,1.0,2026-09-18T10:31:15.169314,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,102517,33평B,133,111.72,84.97,display,37000.0,39000.0,35000.0,29000.0,,,2000.0,110.0,120.0,,13.0,2026-09-18T10:31:15.169314,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,156823,48평,70,161.8,126.72,display,55000.0,57000.0,50000.0,36000.0,,,,,,,6.0,2026-09-18T10:31:15.169314,playwright_dom
A61486301,한라비발디,14284,한라비발디,https://kbland.kr/map?complex=14284,173585,49평,58,164.96,128.91,display,55000.0,57000.0,50000.0,36000.0,,,,,,,10.0,2026-09-18T10:31:15.169314,playwright_dom
A61473002,네오스포아파트,5514,네오스포,https://kbland.kr/map?complex=5514,5365,27평,322,89.91,59.9,display,16000.0,17000.0,15000.0,15000.0,,,1000.0,60.0,70.0,,5.0,2026-09-18T10:31:22.618531,playwright_dom
A61473002,네오스포아파트,5514,네오스포,https://kbland.kr/map?complex=5514,54321,32평,23,106.61,71.02,display,20000.0,21000.0,19000.0,17500.0,,,1000.0,65.0,70.0,,1.0,2026-09-18T10:31:22.618531,playwright_dom
A61473002,네오스포아파트,5514,네오스포,https://kbland.kr/map?complex=5514,97022,35평,46,118.23,78.76,display,22000.0,23000.0,20000.0,18000.0,,,1000.0,70.0,77.0,,,2026-09-18T10:31:22.618531,playwright_dom
A61473002,네오스포아파트,5514,네오스포,https://kbland.kr/map?complex=5514,130212,38평,345,127.05,84.64,display,24000.0,25000.0,22000.0,19000.0,,,1000.0,80.0,85.0,,12.0,2026-09-18T10:31:22.618531,playwright_dom
A61473002,네오스포아파트,5514,네오스포,https://kbland.kr/map?complex=5514,154680,45평,46,151.62,122.84,display,39000.0,41000.0,36000.0,29000.0,,,,,,,1.0,2026-09-18T10:31:22.618531,playwright_dom
A10023750,e편한세상 서면 더센트럴,46959,e편한세상서면더센트럴,https://kbland.kr/map?complex=46959,45690,24평,241,79.88,59.99,display,47500.0,48750.0,44000.0,29000.0,,,3000.0,95.0,105.0,,33.0,2026-09-18T10:31:24.823626,playwright_dom
A10023750,e편한세상 서면 더센트럴,46959,e편한세상서면더센트럴,https://kbland.kr/map?complex=46959,90142,28평,180,92.73,69.99,display,52750.0,53750.0,49500.0,32000.0,,,3000.0,105.0,115.0,,51.0,2026-09-18T10:31:24.823626,playwright_dom
A10023750,e편한세상 서면 더센트럴,46959,e편한세상서면더센트럴,https://kbland.kr/map?complex=46959,125241,33평B,218,112.06,84.96,display,58750.0,62250.0,54250.0,36000.0,,,5000.0,115.0,135.0,,38.0,2026-09-18T10:31:24.823626,playwright_dom
A10023750,e편한세상 서면 더센트럴,46959,e편한세상서면더센트럴,https://kbland.kr/map?complex=46959,151204,34평A,359,112.41,84.99,display,58750.0,62250.0,54250.0,36000.0,,,5000.0,115.0,135.0,,124.0,2026-09-18T10:31:24.823626,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,28163,17평F,48,58.43,30.14,display,14500.0,15000.0,14000.0,11500.0,,,,,,,8.0,2026-09-18T10:31:27.030744,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,74654,25평E,18,84.44,59.89,display,33000.0,37000.0,30750.0,25500.0,,,,,,,1.0,2026-09-18T10:31:27.030744,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,112962,25평C,245,84.61,59.8,display,33000.0,37000.0,30750.0,25500.0,,,,,,,34.0,2026-09-18T10:31:27.030744,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,142075,25평D,163,85.77,59.79,display,33000.0,37000.0,30750.0,25500.0,,,,,,,30.0,2026-09-18T10:31:27.030744,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,163332,26평B,108,88.89,62.76,display,33750.0,35750.0,31750.0,25500.0,,,,,,,23.0,2026-09-18T10:31:27.030744,playwright_dom
A10027052,서면DS·협성엘리시안아파트,29268,서면DS협성엘리시안,https://kbland.kr/map?complex=29268,178686,30평A,48,102.31,74.7,display,38000.0,39500.0,37000.0,27250.0,,,,,,,1.0,2026-09-18T10:31:27.030744,playwright_dom
A61476002,범천경남아파트,5508,범천경남,https://kbland.kr/map?complex=5508,5359,23평,700,78.57,59.94,display,25500.0,28000.0,24500.0,20000.0,,,3000.0,55.0,65.0,,35.0,2026-09-18T10:31:34.443863,playwright_dom
A61476002,범천경남아파트,5508,범천경남,https://kbland.kr/map?complex=5508,54315,31평,200,105.72,84.93,display,32000.0,33000.0,30000.0,24000.0,,,,,,,3.0,2026-09-18T10:31:34.443863,playwright_dom
A61476002,범천경남아파트,5508,범천경남,https://kbland.kr/map?complex=5508,97017,43평,50,142.93,119.0,display,36500.0,38000.0,35500.0,31000.0,,,,,,,4.0,2026-09-18T10:31:34.443863,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,134057,32평D,71,106.18,84.87,display,47000.0,50000.0,44000.0,29000.0,,,3000.0,100.0,100.0,,6.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,14577,32평A,109,106.48,84.98,display,47000.0,50000.0,44000.0,29000.0,,,3000.0,100.0,100.0,,6.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,62430,32평B,57,106.55,84.78,display,47000.0,50000.0,44000.0,29000.0,,,3000.0,100.0,100.0,,3.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,102879,32평C,36,107.73,84.91,display,47000.0,50000.0,44000.0,29000.0,,,3000.0,100.0,100.0,,1.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,157009,33평E,72,111.02,84.65,display,44000.0,47000.0,42000.0,29000.0,,,3000.0,100.0,100.0,,9.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,185954,45평B,31,150.1,117.02,display,55000.0,57000.0,52000.0,36000.0,,,4000.0,100.0,110.0,,4.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,194884,45평C,34,151.29,119.73,display,55000.0,57000.0,52000.0,36000.0,,,4000.0,100.0,110.0,,8.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,173699,45평A,108,151.94,118.02,display,55000.0,57000.0,52000.0,36000.0,,,4000.0,100.0,110.0,,7.0,2026-09-18T10:31:38.669293,playwright_dom
A61483202,서면e-편한세상,14814,서면e-편한세상,https://kbland.kr/map?complex=14814,201623,53평,105,177.65,141.4,display,65000.0,67000.0,62000.0,44000.0,,,5000.0,130.0,140.0,,8.0,2026-09-18T10:31:38.669293,playwright_dom
A10025540,삼한골든뷰센트럴파크,31209,삼한골든뷰센트럴파크,https://kbland.kr/map?complex=31209,30081,35평D,318,116.95,84.99,display,85000.0,92000.0,77000.0,48500.0,,,5000.0,170.0,200.0,,65.0,2026-09-18T10:31:40.856008,playwright_dom
A10025540,삼한골든뷰센트럴파크,31209,삼한골든뷰센트럴파크,https://kbland.kr/map?complex=31209,76392,35평B,318,118.62,84.97,display,85000.0,92000.0,77000.0,48500.0,,,5000.0,170.0,200.0,,17.0,2026-09-18T10:31:40.856008,playwright_dom
A10025540,삼한골든뷰센트럴파크,31209,삼한골든뷰센트럴파크,https://kbland.kr/map?complex=31209,114414,35평C,318,118.8,84.99,display,85000.0,92000.0,77000.0,48500.0,,,5000.0,170.0,200.0,,26.0,2026-09-18T10:31:40.856008,playwright_dom
A10025540,삼한골든뷰센트럴파크,31209,삼한골든뷰센트럴파크,https://kbland.kr/map?complex=31209,143216,35평A,318,118.91,84.97,display,85000.0,92000.0,77000.0,48500.0,,,5000.0,170.0,200.0,,40.0,2026-09-18T10:31:40.856008,playwright_dom
A61478807,화인연지아파트,5535,화인연지,https://kbland.kr/map?complex=5535,5386,17평,35,56.55,39.34,display,16000.0,17000.0,15000.0,11000.0,,,,,,,12.0,2026-09-18T10:31:45.069506,playwright_dom
A61478807,화인연지아파트,5535,화인연지,https://kbland.kr/map?complex=5535,54342,23평,344,77.1,59.72,display,21000.0,23000.0,19000.0,16000.0,,,,,,,26.0,2026-09-18T10:31:45.069506,playwright_dom
A61478807,화인연지아파트,5535,화인연지,https://kbland.kr/map?complex=5535,97039,31평,225,105.14,84.88,display,26000.0,28000.0,24000.0,19000.0,,,,,,,26.0,2026-09-18T10:31:45.069506,playwright_dom
A61478807,화인연지아파트,5535,화인연지,https://kbland.kr/map?complex=5535,130227,47평,50,156.44,134.85,display,37500.0,40000.0,35000.0,28500.0,,,,,,,14.0,2026-09-18T10:31:45.069506,playwright_dom
A61485906,연지2차청구아파트,5537,연지2차청구,https://kbland.kr/map?complex=5537,5388,25평,234,85.46,59.89,display,16600.0,18000.0,15250.0,13750.0,,,5000.0,35.0,35.0,,37.0,2026-09-18T10:31:49.614072,playwright_dom
A61485906,연지2차청구아파트,5537,연지2차청구,https://kbland.kr/map?complex=5537,54344,27평,20,89.96,76.56,display,21750.0,23500.0,20000.0,16500.0,,,,,,,7.0,2026-09-18T10:31:49.614072,playwright_dom
A61485906,연지2차청구아파트,5537,연지2차청구,https://kbland.kr/map?complex=5537,97041,32평,300,106.03,84.72,display,24500.0,26750.0,22750.0,19500.0,,,,,,,32.0,2026-09-18T10:31:49.614072,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,15043,24평A,62,79.85,59.96,display,33250.0,35750.0,32250.0,24000.0,,,10000.0,60.0,70.0,,1.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,62863,24평B,80,82.55,59.96,display,33250.0,35750.0,32250.0,24000.0,,,10000.0,60.0,70.0,,5.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,103227,34평A,107,113.22,84.98,display,43000.0,45500.0,40000.0,26500.0,,,10000.0,90.0,100.0,,6.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,173833,34평C,30,113.37,84.87,display,43000.0,45500.0,40000.0,26500.0,,,10000.0,90.0,100.0,,2.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,134315,34평A1,35,114.33,84.98,display,43000.0,45500.0,40000.0,26500.0,,,10000.0,90.0,100.0,,2.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,157194,34평B,80,115.59,84.89,display,43000.0,45500.0,40000.0,26500.0,,,10000.0,90.0,100.0,,12.0,2026-09-18T10:31:51.795676,playwright_dom
A61486005,연지자이1차아파트,15291,연지자이1차,https://kbland.kr/map?complex=15291,186049,45평,153,151.55,121.84,display,58000.0,60000.0,55500.0,34000.0,,,10000.0,110.0,120.0,,65.0,2026-09-18T10:31:51.795676,playwright_dom
A61486008,세동한신아파트,5531,세동한신,https://kbland.kr/map?complex=5531,5382,27평,330,91.6,59.91,display,19500.0,20500.0,18500.0,15250.0,,,3000.0,50.0,60.0,,30.0,2026-09-18T10:31:53.985440,playwright_dom
A61486008,세동한신아파트,5531,세동한신,https://kbland.kr/map?complex=5531,54338,35평,305,118.83,84.98,display,30000.0,33000.0,28000.0,21000.0,,,,,,,10.0,2026-09-18T10:31:53.985440,playwright_dom
A61486008,세동한신아파트,5531,세동한신,https://kbland.kr/map?complex=5531,97035,54평,154,181.05,134.93,display,44500.0,47750.0,42000.0,27000.0,,,,,,,26.0,2026-09-18T10:31:53.985440,playwright_dom
A10020721,백양산서희스타힐스(백양산서희스타힐스),429022,백양산서희스타힐스,https://kbland.kr/map?complex=429022,1263653,23평A,442,78.38,59.94,display,37000.0,38000.0,35000.0,28000.0,,,3000.0,100.0,110.0,,36.0,2026-09-18T10:32:00.280418,playwright_dom
A10020721,백양산서희스타힐스(백양산서희스타힐스),429022,백양산서희스타힐스,https://kbland.kr/map?complex=429022,1263654,23평B,100,78.44,59.95,display,37000.0,38000.0,35000.0,28000.0,,,3000.0,100.0,110.0,,8.0,2026-09-18T10:32:00.280418,playwright_dom
A10020721,백양산서희스타힐스(백양산서희스타힐스),429022,백양산서희스타힐스,https://kbland.kr/map?complex=429022,1263655,23평C,13,78.67,59.94,display,37000.0,38000.0,35000.0,28000.0,,,3000.0,100.0,110.0,,,2026-09-18T10:32:00.280418,playwright_dom
A10020721,백양산서희스타힐스(백양산서희스타힐스),429022,백양산서희스타힐스,https://kbland.kr/map?complex=429022,1263656,25평A,103,85.33,65.09,display,38000.0,39000.0,36000.0,28000.0,,,3000.0,100.0,110.0,,8.0,2026-09-18T10:32:00.280418,playwright_dom
