kb_complex_id,kb_type_id,kb_sale_general,has_price_inversion
14223,133753,165000.0,False
14223,156801,206500.0,False
14223,173571,196500.0,False
14223,185854,,False
14223,194810,225000.0,False
14223,201574,225000.0,False
14223,206712,,False
14223,210653,,False
14223,213729,,False
16104,15829,,False
16104,63595,,False
16104,103862,,False
16104,134828,,False
16104,157596,,False
16104,174140,,False
16104,186285,,False
16104,195123,,False
16104,201804,,False
16104,206877,,False
16104,210774,,False
16104,213825,,False
16104,216247,,False
16104,218225,,False
16104,219882,,False
6108,5955,53000.0,False
6108,54876,69000.0,False
6108,97493,90000.0,False
6105,5952,80500.0,False
6105,54873,105000.0,False
6105,97490,139500.0,False
6105,130573,165000.0,False
16105,15830,,False
16105,103863,,False
16105,174141,,False
16105,227990,,False
16105,63596,,False
16105,134829,,False
16105,228182,,False
16105,157597,,False
16105,210775,,False
16105,206878,,False
16105,227783,,False
16105,216248,,False
16105,213826,,False
16105,186286,,False
16105,219883,,False
16105,195124,,False
16105,228856,,False
16105,218226,,False
16105,228749,,False
16105,226684,,False
16105,227556,,False
16105,201805,,False
16105,221223,,False
16105,228955,,False
16105,228499,,False
16105,226296,,False
16105,222330,,False
16105,228351,,False
16105,227300,,False
16105,225856,,False
16105,228628,,False
16105,229304,,False
16105,224076,,False
16105,223273,,False
16105,227009,,False
16105,225358,,False
16105,224773,,False
16105,229386,,False
16105,229347,,False
16105,229119,,False
16105,229042,,False
16105,229583,,False
16105,229560,,False
16105,229252,,False
16105,229189,,False
16105,229645,,False
16105,229625,,False
16105,229693,,False
16105,229679,,False
16105,229735,,False
16105,229509,,False
16105,229785,,False
16105,229726,,False
16105,229604,,False
