kapt_code,kapt_name,area_group_id,exclusive_area_sqm,households,processing_status,source_type,source_name,source_url,source_page,kb_complex_id,kb_type_id,kapt_total_households,collected_total_households,sale_households,rental_households,match_method,match_confidence,verification_method,verified_at,notes
A60106002,두산위브포세이돈Ⅱ,exclusive_84_95,84.95,23,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,23,23,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_98,84.98,27,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,27,27,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99,84.99,85,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,85,85,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99_32평B,84.99,58,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,58,58,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99_32평B1,84.99,11,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,11,11,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99_32평C,84.99,71,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,71,71,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99_32평D,84.99,51,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,51,51,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_84_99_32평D1,84.99,4,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,4,4,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_127,127.0,56,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,56,56,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_127_05,127.05,68,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,68,68,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_127_24,127.24,88,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,88,88,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_127_24_48평A1,127.24,2,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,2,2,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_127_29,127.29,56,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,56,56,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_150_59,150.59,86,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,86,86,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_225_83,225.83,2,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,2,2,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106002,두산위브포세이돈Ⅱ,exclusive_227_27,227.27,2,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14680,https://kbland.kr,,,,690,2,2,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60681702,영선동반도보라아파트,exclusive_59_7,59.7,336,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6034,https://kbland.kr,,,,868,336,336,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60681702,영선동반도보라아파트,exclusive_84_81,84.81,292,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6034,https://kbland.kr,,,,868,292,292,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60681702,영선동반도보라아파트,exclusive_99_96,99.96,96,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6034,https://kbland.kr,,,,868,96,96,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60681702,영선동반도보라아파트,exclusive_134_82,134.82,96,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6034,https://kbland.kr,,,,868,96,96,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60681702,영선동반도보라아파트,exclusive_167_66,167.66,48,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6034,https://kbland.kr,,,,868,48,48,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675801,미광마린타워아파트,exclusive_84_78,84.78,230,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6037,https://kbland.kr,,,,676,230,230,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675801,미광마린타워아파트,exclusive_84_92,84.92,176,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6037,https://kbland.kr,,,,676,176,176,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675801,미광마린타워아파트,exclusive_122_74,122.74,138,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6037,https://kbland.kr,,,,676,138,138,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675801,미광마린타워아파트,exclusive_149_22,149.22,88,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6037,https://kbland.kr,,,,676,88,88,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675801,미광마린타워아파트,exclusive_189_85,189.85,44,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6037,https://kbland.kr,,,,676,44,44,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60607003,신영도롯데낙천대,exclusive_59_96,59.96,218,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13741,https://kbland.kr,,,,528,218,218,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60607003,신영도롯데낙천대,exclusive_74_46,74.46,36,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13741,https://kbland.kr,,,,528,36,36,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60607003,신영도롯데낙천대,exclusive_84_97,84.97,234,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13741,https://kbland.kr,,,,528,234,234,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60607003,신영도롯데낙천대,exclusive_101_79,101.79,40,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13741,https://kbland.kr,,,,528,40,40,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_82,84.82,82,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,82,82,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_93,84.93,89,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,89,89,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_91,84.91,357,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,357,357,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_84,84.84,135,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,135,135,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_8,84.8,135,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,135,135,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_84_98,84.98,41,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,41,41,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_115_84,115.84,6,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,6,6,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023837,부산오션시티푸르지오,exclusive_115_73,115.73,1,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=44307,https://kbland.kr,,,,846,1,1,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675110,함지그린,exclusive_45_5,45.5,400,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6054,https://kbland.kr,,,,1000,400,400,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60675110,함지그린,exclusive_57_09,57.09,600,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6054,https://kbland.kr,,,,1000,600,600,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
